timestamp,protocol_type,service,flag,logged_in,count,srv_serror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_serror_rate,dst_host_rerror_rate
2025-02-15 11:18:23,udp,unknown,OTH,0,1,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,2,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,3,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,4,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,5,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,6,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,7,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,8,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,9,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,10,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,udp,unknown,OTH,0,11,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,tcp,other,SF,0,12,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,tcp,other,SF,0,13,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
2025-02-15 11:18:23,tcp,other,SF,0,14,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0
